name	eu	fj_avg	bc_avg
Rina Ronja KARI	S&D	0.963087	0.981197
Rina Ronja KARI	EFDD	0.959866	0.979522
Rina Ronja KARI	EPP	0.959866	0.979522
Rina Ronja KARI	GUE-NGL	0.959866	0.979522
Rina Ronja KARI	NI	0.956522	0.977778
Indrek TARAND	ALDE/ADLE	0.721477	0.838207
Indrek TARAND	ECR	0.721477	0.838207
Indrek TARAND	Greens/EFA	0.721477	0.838207
Indrek TARAND	NI	0.721477	0.838207
Indrek TARAND	S&D	0.721477	0.838207
Indrek TARAND	EFDD	0.719064	0.836576
Indrek TARAND	EPP	0.719064	0.836576
Indrek TARAND	GUE-NGL	0.719064	0.836576
Biljana BORZAN	ALDE/ADLE	0.892617	0.943262
Biljana BORZAN	ECR	0.892617	0.943262
Biljana BORZAN	Greens/EFA	0.892617	0.943262
Biljana BORZAN	NI	0.892617	0.943262
Biljana BORZAN	S&D	0.892617	0.943262
Biljana BORZAN	EFDD	0.889632	0.941593
Biljana BORZAN	EPP	0.889632	0.941593
Biljana BORZAN	GUE-NGL	0.889632	0.941593
Michela GIUFFRIDA	ALDE/ADLE	0.912752	0.954386
Michela GIUFFRIDA	ECR	0.912752	0.954386
Michela GIUFFRIDA	Greens/EFA	0.912752	0.954386
Michela GIUFFRIDA	NI	0.912752	0.954386
Michela GIUFFRIDA	S&D	0.912752	0.954386
Michela GIUFFRIDA	EFDD	0.909699	0.952715
Michela GIUFFRIDA	EPP	0.909699	0.952715
Michela GIUFFRIDA	GUE-NGL	0.909699	0.952715
Demetris PAPADAKIS	ALDE/ADLE	0.949664	0.974182
Demetris PAPADAKIS	ECR	0.949664	0.974182
Demetris PAPADAKIS	Greens/EFA	0.949664	0.974182
Demetris PAPADAKIS	S&D	0.949664	0.974182
Demetris PAPADAKIS	EFDD	0.946488	0.972509
Demetris PAPADAKIS	EPP	0.946488	0.972509
Demetris PAPADAKIS	GUE-NGL	0.946488	0.972509
Demetris PAPADAKIS	NI	0.943144	0.970740
Brian HAYES	ALDE/ADLE	0.973154	0.986395
Brian HAYES	ECR	0.973154	0.986395
Brian HAYES	Greens/EFA	0.973154	0.986395
Brian HAYES	S&D	0.973154	0.986395
Brian HAYES	EFDD	0.969900	0.984720
Brian HAYES	EPP	0.969900	0.984720
Brian HAYES	GUE-NGL	0.969900	0.984720
Brian HAYES	NI	0.966555	0.982993
Arnaud DANJEAN	ALDE/ADLE	0.926174	0.961672
Arnaud DANJEAN	ECR	0.926174	0.961672
Arnaud DANJEAN	Greens/EFA	0.926174	0.961672
Arnaud DANJEAN	NI	0.926174	0.961672
Arnaud DANJEAN	S&D	0.926174	0.961672
Arnaud DANJEAN	EFDD	0.923077	0.960000
Arnaud DANJEAN	EPP	0.923077	0.960000
Arnaud DANJEAN	GUE-NGL	0.923077	0.960000
Sergei STANISHEV	ALDE/ADLE	0.892617	0.943262
Sergei STANISHEV	ECR	0.892617	0.943262
Sergei STANISHEV	Greens/EFA	0.892617	0.943262
Sergei STANISHEV	NI	0.892617	0.943262
Sergei STANISHEV	S&D	0.892617	0.943262
Sergei STANISHEV	EFDD	0.889632	0.941593
Sergei STANISHEV	EPP	0.889632	0.941593
Sergei STANISHEV	GUE-NGL	0.889632	0.941593
Davor Ivo STIER	ALDE/ADLE	0.973154	0.986395
Davor Ivo STIER	Greens/EFA	0.973154	0.986395
Davor Ivo STIER	NI	0.973154	0.986395
Davor Ivo STIER	S&D	0.973154	0.986395
Davor Ivo STIER	EFDD	0.969900	0.984720
Davor Ivo STIER	EPP	0.969900	0.984720
Davor Ivo STIER	GUE-NGL	0.969900	0.984720
Davor Ivo STIER	ECR	0.966555	0.982993
Barbara KUDRYCKA	ALDE/ADLE	0.885906	0.939502
Barbara KUDRYCKA	ECR	0.885906	0.939502
Barbara KUDRYCKA	Greens/EFA	0.885906	0.939502
Barbara KUDRYCKA	NI	0.885906	0.939502
Barbara KUDRYCKA	S&D	0.885906	0.939502
Barbara KUDRYCKA	EFDD	0.882943	0.937833
Barbara KUDRYCKA	EPP	0.882943	0.937833
Barbara KUDRYCKA	GUE-NGL	0.882943	0.937833
Renato SORU	ALDE/ADLE	0.889262	0.941385
Renato SORU	ECR	0.889262	0.941385
Renato SORU	Greens/EFA	0.889262	0.941385
Renato SORU	NI	0.889262	0.941385
Renato SORU	S&D	0.889262	0.941385
Renato SORU	EFDD	0.886288	0.939716
Renato SORU	EPP	0.886288	0.939716
Renato SORU	GUE-NGL	0.886288	0.939716
Javier NART	ALDE/ADLE	0.865772	0.928058
Javier NART	ECR	0.865772	0.928058
Javier NART	Greens/EFA	0.865772	0.928058
Javier NART	NI	0.865772	0.928058
Javier NART	S&D	0.865772	0.928058
Javier NART	EFDD	0.862876	0.926391
Javier NART	EPP	0.862876	0.926391
Javier NART	GUE-NGL	0.862876	0.926391
Bernd LANGE	ALDE/ADLE	0.976510	0.988115
Bernd LANGE	ECR	0.976510	0.988115
Bernd LANGE	Greens/EFA	0.976510	0.988115
Bernd LANGE	S&D	0.976510	0.988115
Bernd LANGE	EFDD	0.973244	0.986441
Bernd LANGE	EPP	0.973244	0.986441
Bernd LANGE	GUE-NGL	0.973244	0.986441
Bernd LANGE	NI	0.969900	0.984720
Ádám KÓSA	ALDE/ADLE	0.966443	0.982935
Ádám KÓSA	ECR	0.966443	0.982935
Ádám KÓSA	Greens/EFA	0.966443	0.982935
Ádám KÓSA	NI	0.966443	0.982935
Ádám KÓSA	S&D	0.966443	0.982935
Ádám KÓSA	EFDD	0.963211	0.981261
Ádám KÓSA	EPP	0.963211	0.981261
Ádám KÓSA	GUE-NGL	0.963211	0.981261
Alberto CIRIO	ALDE/ADLE	0.842282	0.914390
Alberto CIRIO	ECR	0.842282	0.914390
Alberto CIRIO	Greens/EFA	0.842282	0.914390
Alberto CIRIO	NI	0.842282	0.914390
Alberto CIRIO	S&D	0.842282	0.914390
Alberto CIRIO	EFDD	0.839465	0.912727
Alberto CIRIO	EPP	0.839465	0.912727
Alberto CIRIO	GUE-NGL	0.839465	0.912727
Aldo PATRICIELLO	ALDE/ADLE	0.875839	0.933810
Aldo PATRICIELLO	ECR	0.875839	0.933810
Aldo PATRICIELLO	Greens/EFA	0.875839	0.933810
Aldo PATRICIELLO	NI	0.875839	0.933810
Aldo PATRICIELLO	S&D	0.875839	0.933810
Aldo PATRICIELLO	EFDD	0.872910	0.932143
Aldo PATRICIELLO	EPP	0.872910	0.932143
Aldo PATRICIELLO	GUE-NGL	0.872910	0.932143
Michèle ALLIOT-MARIE	ALDE/ADLE	0.885906	0.939502
Michèle ALLIOT-MARIE	ECR	0.885906	0.939502
Michèle ALLIOT-MARIE	Greens/EFA	0.885906	0.939502
Michèle ALLIOT-MARIE	NI	0.885906	0.939502
Michèle ALLIOT-MARIE	S&D	0.885906	0.939502
Michèle ALLIOT-MARIE	EFDD	0.882943	0.937833
Michèle ALLIOT-MARIE	EPP	0.882943	0.937833
Michèle ALLIOT-MARIE	GUE-NGL	0.882943	0.937833
Michel DANTIN	ALDE/ADLE	0.932886	0.965278
Michel DANTIN	ECR	0.932886	0.965278
Michel DANTIN	Greens/EFA	0.932886	0.965278
Michel DANTIN	NI	0.932886	0.965278
Michel DANTIN	S&D	0.932886	0.965278
Michel DANTIN	EFDD	0.929766	0.963605
Michel DANTIN	EPP	0.929766	0.963605
Michel DANTIN	GUE-NGL	0.929766	0.963605
Renaud MUSELIER	ALDE/ADLE	0.879195	0.935714
Renaud MUSELIER	ECR	0.879195	0.935714
Renaud MUSELIER	Greens/EFA	0.879195	0.935714
Renaud MUSELIER	NI	0.879195	0.935714
Renaud MUSELIER	S&D	0.879195	0.935714
Renaud MUSELIER	EFDD	0.876254	0.934046
Renaud MUSELIER	EPP	0.876254	0.934046
Renaud MUSELIER	GUE-NGL	0.876254	0.934046
Jacqueline FOSTER	ALDE/ADLE	0.496644	0.663677
Jacqueline FOSTER	ECR	0.496644	0.663677
Jacqueline FOSTER	Greens/EFA	0.496644	0.663677
Jacqueline FOSTER	NI	0.496644	0.663677
Jacqueline FOSTER	S&D	0.496644	0.663677
Jacqueline FOSTER	EFDD	0.494983	0.662192
Jacqueline FOSTER	EPP	0.494983	0.662192
Jacqueline FOSTER	GUE-NGL	0.494983	0.662192
Herbert REUL	ALDE/ADLE	0.879195	0.935714
Herbert REUL	ECR	0.879195	0.935714
Herbert REUL	Greens/EFA	0.879195	0.935714
Herbert REUL	NI	0.879195	0.935714
Herbert REUL	S&D	0.879195	0.935714
Herbert REUL	EFDD	0.876254	0.934046
Herbert REUL	EPP	0.876254	0.934046
Herbert REUL	GUE-NGL	0.876254	0.934046
Jean-Marie LE PEN	ECR	0.291946	0.451948
Jean-Marie LE PEN	NI	0.291946	0.451948
Jean-Marie LE PEN	EFDD	0.290970	0.450777
Jean-Marie LE PEN	EPP	0.290970	0.450777
Jean-Marie LE PEN	GUE-NGL	0.290970	0.450777
Jean-Marie LE PEN	ALDE/ADLE	0.287625	0.446753
Jean-Marie LE PEN	Greens/EFA	0.287625	0.446753
Jean-Marie LE PEN	S&D	0.287625	0.446753
Ole CHRISTENSEN	ALDE/ADLE	0.848993	0.918330
Ole CHRISTENSEN	ECR	0.848993	0.918330
Ole CHRISTENSEN	Greens/EFA	0.848993	0.918330
Ole CHRISTENSEN	NI	0.848993	0.918330
Ole CHRISTENSEN	S&D	0.848993	0.918330
Ole CHRISTENSEN	EFDD	0.846154	0.916667
Ole CHRISTENSEN	EPP	0.846154	0.916667
Ole CHRISTENSEN	GUE-NGL	0.846154	0.916667
Ulrike RODUST	ALDE/ADLE	0.926174	0.961672
Ulrike RODUST	ECR	0.926174	0.961672
Ulrike RODUST	Greens/EFA	0.926174	0.961672
Ulrike RODUST	NI	0.926174	0.961672
Ulrike RODUST	S&D	0.926174	0.961672
Ulrike RODUST	EFDD	0.923077	0.960000
Ulrike RODUST	EPP	0.923077	0.960000
Ulrike RODUST	GUE-NGL	0.923077	0.960000
Sergio Gaetano COFFERATI	ALDE/ADLE	0.892617	0.943262
Sergio Gaetano COFFERATI	ECR	0.892617	0.943262
Sergio Gaetano COFFERATI	Greens/EFA	0.892617	0.943262
Sergio Gaetano COFFERATI	NI	0.892617	0.943262
Sergio Gaetano COFFERATI	S&D	0.892617	0.943262
Sergio Gaetano COFFERATI	EFDD	0.889632	0.941593
Sergio Gaetano COFFERATI	EPP	0.889632	0.941593
Sergio Gaetano COFFERATI	GUE-NGL	0.889632	0.941593
Richard ASHWORTH	ALDE/ADLE	0.483221	0.651584
Richard ASHWORTH	ECR	0.483221	0.651584
Richard ASHWORTH	Greens/EFA	0.483221	0.651584
Richard ASHWORTH	NI	0.483221	0.651584
Richard ASHWORTH	S&D	0.483221	0.651584
Richard ASHWORTH	EFDD	0.481605	0.650113
Richard ASHWORTH	EPP	0.481605	0.650113
Richard ASHWORTH	GUE-NGL	0.481605	0.650113
Marek JUREK	ALDE/ADLE	0.875839	0.933810
Marek JUREK	ECR	0.875839	0.933810
Marek JUREK	Greens/EFA	0.875839	0.933810
Marek JUREK	NI	0.875839	0.933810
Marek JUREK	S&D	0.875839	0.933810
Marek JUREK	EFDD	0.872910	0.932143
Marek JUREK	EPP	0.872910	0.932143
Marek JUREK	GUE-NGL	0.872910	0.932143
Simona BONAFÈ	ALDE/ADLE	0.909396	0.952548
Simona BONAFÈ	ECR	0.909396	0.952548
Simona BONAFÈ	Greens/EFA	0.909396	0.952548
Simona BONAFÈ	NI	0.909396	0.952548
Simona BONAFÈ	S&D	0.909396	0.952548
Simona BONAFÈ	EFDD	0.906355	0.950877
Simona BONAFÈ	EPP	0.906355	0.950877
Simona BONAFÈ	GUE-NGL	0.906355	0.950877
Salvatore Domenico POGLIESE	ALDE/ADLE	0.832215	0.908425
Salvatore Domenico POGLIESE	ECR	0.832215	0.908425
Salvatore Domenico POGLIESE	Greens/EFA	0.832215	0.908425
Salvatore Domenico POGLIESE	NI	0.832215	0.908425
Salvatore Domenico POGLIESE	S&D	0.832215	0.908425
Salvatore Domenico POGLIESE	EFDD	0.829431	0.906764
Salvatore Domenico POGLIESE	EPP	0.829431	0.906764
Salvatore Domenico POGLIESE	GUE-NGL	0.829431	0.906764
Bendt BENDTSEN	ALDE/ADLE	0.916107	0.956217
Bendt BENDTSEN	ECR	0.916107	0.956217
Bendt BENDTSEN	Greens/EFA	0.916107	0.956217
Bendt BENDTSEN	NI	0.916107	0.956217
Bendt BENDTSEN	S&D	0.916107	0.956217
Bendt BENDTSEN	EFDD	0.913043	0.954545
Bendt BENDTSEN	EPP	0.913043	0.954545
Bendt BENDTSEN	GUE-NGL	0.913043	0.954545
Sven SCHULZE	ALDE/ADLE	0.865772	0.928058
Sven SCHULZE	ECR	0.865772	0.928058
Sven SCHULZE	Greens/EFA	0.865772	0.928058
Sven SCHULZE	NI	0.865772	0.928058
Sven SCHULZE	S&D	0.865772	0.928058
Sven SCHULZE	EFDD	0.862876	0.926391
Sven SCHULZE	EPP	0.862876	0.926391
Sven SCHULZE	GUE-NGL	0.862876	0.926391
Younous OMARJEE	ALDE/ADLE	0.983221	0.991540
Younous OMARJEE	ECR	0.983221	0.991540
Younous OMARJEE	Greens/EFA	0.983221	0.991540
Younous OMARJEE	S&D	0.983221	0.991540
Younous OMARJEE	EFDD	0.979933	0.989865
Younous OMARJEE	EPP	0.979933	0.989865
Younous OMARJEE	GUE-NGL	0.979933	0.989865
Younous OMARJEE	NI	0.976589	0.988156
Eleonora EVI	ALDE/ADLE	0.614094	0.760915
Eleonora EVI	Greens/EFA	0.614094	0.760915
Eleonora EVI	NI	0.614094	0.760915
Eleonora EVI	S&D	0.614094	0.760915
Eleonora EVI	EFDD	0.612040	0.759336
Eleonora EVI	EPP	0.612040	0.759336
Eleonora EVI	GUE-NGL	0.612040	0.759336
Eleonora EVI	ECR	0.608696	0.756757
Udo BULLMANN	ALDE/ADLE	0.912752	0.954386
Udo BULLMANN	ECR	0.912752	0.954386
Udo BULLMANN	Greens/EFA	0.912752	0.954386
Udo BULLMANN	NI	0.912752	0.954386
Udo BULLMANN	S&D	0.912752	0.954386
Udo BULLMANN	EFDD	0.909699	0.952715
Udo BULLMANN	EPP	0.909699	0.952715
Udo BULLMANN	GUE-NGL	0.909699	0.952715
Marc JOULAUD	ALDE/ADLE	0.879195	0.935714
Marc JOULAUD	ECR	0.879195	0.935714
Marc JOULAUD	Greens/EFA	0.879195	0.935714
Marc JOULAUD	NI	0.879195	0.935714
Marc JOULAUD	S&D	0.879195	0.935714
Marc JOULAUD	EFDD	0.876254	0.934046
Marc JOULAUD	EPP	0.876254	0.934046
Marc JOULAUD	GUE-NGL	0.876254	0.934046
Jean ARTHUIS	ALDE/ADLE	0.926174	0.961672
Jean ARTHUIS	ECR	0.926174	0.961672
Jean ARTHUIS	Greens/EFA	0.926174	0.961672
Jean ARTHUIS	NI	0.926174	0.961672
Jean ARTHUIS	S&D	0.926174	0.961672
Jean ARTHUIS	EFDD	0.923077	0.960000
Jean ARTHUIS	EPP	0.923077	0.960000
Jean ARTHUIS	GUE-NGL	0.923077	0.960000
Santiago FISAS AYXELÀ	ALDE/ADLE	0.926174	0.961672
Santiago FISAS AYXELÀ	ECR	0.926174	0.961672
Santiago FISAS AYXELÀ	Greens/EFA	0.926174	0.961672
Santiago FISAS AYXELÀ	NI	0.926174	0.961672
Santiago FISAS AYXELÀ	S&D	0.926174	0.961672
Santiago FISAS AYXELÀ	EFDD	0.923077	0.960000
Santiago FISAS AYXELÀ	EPP	0.923077	0.960000
Santiago FISAS AYXELÀ	GUE-NGL	0.923077	0.960000
Ivan JAKOVČIĆ	ALDE/ADLE	0.852349	0.920290
Ivan JAKOVČIĆ	ECR	0.852349	0.920290
Ivan JAKOVČIĆ	Greens/EFA	0.852349	0.920290
Ivan JAKOVČIĆ	NI	0.852349	0.920290
Ivan JAKOVČIĆ	S&D	0.852349	0.920290
Ivan JAKOVČIĆ	EFDD	0.849498	0.918626
Ivan JAKOVČIĆ	EPP	0.849498	0.918626
Ivan JAKOVČIĆ	GUE-NGL	0.849498	0.918626
Alojz PETERLE	ALDE/ADLE	0.882550	0.937611
Alojz PETERLE	ECR	0.882550	0.937611
Alojz PETERLE	Greens/EFA	0.882550	0.937611
Alojz PETERLE	NI	0.882550	0.937611
Alojz PETERLE	S&D	0.882550	0.937611
Alojz PETERLE	EFDD	0.879599	0.935943
Alojz PETERLE	EPP	0.879599	0.935943
Alojz PETERLE	GUE-NGL	0.879599	0.935943
David McALLISTER	ALDE/ADLE	0.932886	0.965278
David McALLISTER	ECR	0.932886	0.965278
David McALLISTER	Greens/EFA	0.932886	0.965278
David McALLISTER	NI	0.932886	0.965278
David McALLISTER	S&D	0.932886	0.965278
David McALLISTER	EFDD	0.929766	0.963605
David McALLISTER	EPP	0.929766	0.963605
David McALLISTER	GUE-NGL	0.929766	0.963605
Tonino PICULA	ALDE/ADLE	0.922819	0.959860
Tonino PICULA	ECR	0.922819	0.959860
Tonino PICULA	Greens/EFA	0.922819	0.959860
Tonino PICULA	NI	0.922819	0.959860
Tonino PICULA	S&D	0.922819	0.959860
Tonino PICULA	EFDD	0.919732	0.958188
Tonino PICULA	EPP	0.919732	0.958188
Tonino PICULA	GUE-NGL	0.919732	0.958188
Juan Fernando LÓPEZ AGUILAR	ALDE/ADLE	0.929530	0.963478
Juan Fernando LÓPEZ AGUILAR	ECR	0.929530	0.963478
Juan Fernando LÓPEZ AGUILAR	Greens/EFA	0.929530	0.963478
Juan Fernando LÓPEZ AGUILAR	NI	0.929530	0.963478
Juan Fernando LÓPEZ AGUILAR	S&D	0.929530	0.963478
Juan Fernando LÓPEZ AGUILAR	EFDD	0.926421	0.961806
Juan Fernando LÓPEZ AGUILAR	EPP	0.926421	0.961806
Juan Fernando LÓPEZ AGUILAR	GUE-NGL	0.926421	0.961806
Renate WEBER	ALDE/ADLE	0.889262	0.941385
Renate WEBER	ECR	0.889262	0.941385
Renate WEBER	Greens/EFA	0.889262	0.941385
Renate WEBER	NI	0.889262	0.941385
Renate WEBER	S&D	0.889262	0.941385
Renate WEBER	EFDD	0.886288	0.939716
Renate WEBER	EPP	0.886288	0.939716
Renate WEBER	GUE-NGL	0.886288	0.939716
Deirdre CLUNE	ALDE/ADLE	0.922819	0.959860
Deirdre CLUNE	ECR	0.922819	0.959860
Deirdre CLUNE	Greens/EFA	0.922819	0.959860
Deirdre CLUNE	NI	0.922819	0.959860
Deirdre CLUNE	S&D	0.922819	0.959860
Deirdre CLUNE	EFDD	0.919732	0.958188
Deirdre CLUNE	EPP	0.919732	0.958188
Deirdre CLUNE	GUE-NGL	0.919732	0.958188
Janusz WOJCIECHOWSKI	ALDE/ADLE	0.600671	0.750524
Janusz WOJCIECHOWSKI	ECR	0.600671	0.750524
Janusz WOJCIECHOWSKI	Greens/EFA	0.600671	0.750524
Janusz WOJCIECHOWSKI	NI	0.600671	0.750524
Janusz WOJCIECHOWSKI	S&D	0.600671	0.750524
Janusz WOJCIECHOWSKI	EFDD	0.598662	0.748954
Janusz WOJCIECHOWSKI	EPP	0.598662	0.748954
Janusz WOJCIECHOWSKI	GUE-NGL	0.598662	0.748954
Takis HADJIGEORGIOU	ALDE/ADLE	0.956376	0.977702
Takis HADJIGEORGIOU	ECR	0.956376	0.977702
Takis HADJIGEORGIOU	Greens/EFA	0.956376	0.977702
Takis HADJIGEORGIOU	S&D	0.956376	0.977702
Takis HADJIGEORGIOU	EFDD	0.953177	0.976027
Takis HADJIGEORGIOU	EPP	0.953177	0.976027
Takis HADJIGEORGIOU	GUE-NGL	0.953177	0.976027
Takis HADJIGEORGIOU	NI	0.949833	0.974271
Kateřina KONEČNÁ	ALDE/ADLE	0.895973	0.945133
Kateřina KONEČNÁ	ECR	0.895973	0.945133
Kateřina KONEČNÁ	Greens/EFA	0.895973	0.945133
Kateřina KONEČNÁ	NI	0.895973	0.945133
Kateřina KONEČNÁ	S&D	0.895973	0.945133
Kateřina KONEČNÁ	EFDD	0.892977	0.943463
Kateřina KONEČNÁ	EPP	0.892977	0.943463
Kateřina KONEČNÁ	GUE-NGL	0.892977	0.943463
Tokia SAÏFI	ALDE/ADLE	0.902685	0.948854
Tokia SAÏFI	ECR	0.902685	0.948854
Tokia SAÏFI	Greens/EFA	0.902685	0.948854
Tokia SAÏFI	NI	0.902685	0.948854
Tokia SAÏFI	S&D	0.902685	0.948854
Tokia SAÏFI	EFDD	0.899666	0.947183
Tokia SAÏFI	EPP	0.899666	0.947183
Tokia SAÏFI	GUE-NGL	0.899666	0.947183
Jan ZAHRADIL	ALDE/ADLE	0.902685	0.948854
Jan ZAHRADIL	ECR	0.902685	0.948854
Jan ZAHRADIL	Greens/EFA	0.902685	0.948854
Jan ZAHRADIL	NI	0.902685	0.948854
Jan ZAHRADIL	S&D	0.902685	0.948854
Jan ZAHRADIL	EFDD	0.899666	0.947183
Jan ZAHRADIL	EPP	0.899666	0.947183
Jan ZAHRADIL	GUE-NGL	0.899666	0.947183
Tadeusz ZWIEFKA	ALDE/ADLE	0.852349	0.920290
Tadeusz ZWIEFKA	ECR	0.852349	0.920290
Tadeusz ZWIEFKA	Greens/EFA	0.852349	0.920290
Tadeusz ZWIEFKA	NI	0.852349	0.920290
Tadeusz ZWIEFKA	S&D	0.852349	0.920290
Tadeusz ZWIEFKA	EFDD	0.849498	0.918626
Tadeusz ZWIEFKA	EPP	0.849498	0.918626
Tadeusz ZWIEFKA	GUE-NGL	0.849498	0.918626
Georgios KYRTSOS	ALDE/ADLE	0.859060	0.924188
Georgios KYRTSOS	ECR	0.859060	0.924188
Georgios KYRTSOS	Greens/EFA	0.859060	0.924188
Georgios KYRTSOS	NI	0.859060	0.924188
Georgios KYRTSOS	S&D	0.859060	0.924188
Georgios KYRTSOS	EFDD	0.856187	0.922523
Georgios KYRTSOS	EPP	0.856187	0.922523
Georgios KYRTSOS	GUE-NGL	0.856187	0.922523
Jean-Paul DENANOT	ALDE/ADLE	0.959732	0.979452
Jean-Paul DENANOT	ECR	0.959732	0.979452
Jean-Paul DENANOT	Greens/EFA	0.959732	0.979452
Jean-Paul DENANOT	NI	0.959732	0.979452
Jean-Paul DENANOT	S&D	0.959732	0.979452
Jean-Paul DENANOT	EFDD	0.956522	0.977778
Jean-Paul DENANOT	EPP	0.956522	0.977778
Jean-Paul DENANOT	GUE-NGL	0.956522	0.977778
Janusz LEWANDOWSKI	ALDE/ADLE	0.869128	0.929982
Janusz LEWANDOWSKI	ECR	0.869128	0.929982
Janusz LEWANDOWSKI	Greens/EFA	0.869128	0.929982
Janusz LEWANDOWSKI	NI	0.869128	0.929982
Janusz LEWANDOWSKI	S&D	0.869128	0.929982
Janusz LEWANDOWSKI	EFDD	0.866221	0.928315
Janusz LEWANDOWSKI	EPP	0.866221	0.928315
Janusz LEWANDOWSKI	GUE-NGL	0.866221	0.928315
Péter NIEDERMÜLLER	ALDE/ADLE	0.919463	0.958042
Péter NIEDERMÜLLER	ECR	0.919463	0.958042
Péter NIEDERMÜLLER	Greens/EFA	0.919463	0.958042
Péter NIEDERMÜLLER	S&D	0.919463	0.958042
Péter NIEDERMÜLLER	EFDD	0.916388	0.956370
Péter NIEDERMÜLLER	EPP	0.916388	0.956370
Péter NIEDERMÜLLER	GUE-NGL	0.916388	0.956370
Péter NIEDERMÜLLER	NI	0.913043	0.954545
Damian DRĂGHICI	ALDE/ADLE	0.768456	0.869070
Damian DRĂGHICI	ECR	0.768456	0.869070
Damian DRĂGHICI	Greens/EFA	0.768456	0.869070
Damian DRĂGHICI	NI	0.768456	0.869070
Damian DRĂGHICI	S&D	0.768456	0.869070
Damian DRĂGHICI	EFDD	0.765886	0.867424
Damian DRĂGHICI	EPP	0.765886	0.867424
Damian DRĂGHICI	GUE-NGL	0.765886	0.867424
Patrick LE HYARIC	ALDE/ADLE	0.664430	0.798387
Patrick LE HYARIC	ECR	0.664430	0.798387
Patrick LE HYARIC	Greens/EFA	0.664430	0.798387
Patrick LE HYARIC	S&D	0.664430	0.798387
Patrick LE HYARIC	EFDD	0.662207	0.796781
Patrick LE HYARIC	EPP	0.662207	0.796781
Patrick LE HYARIC	GUE-NGL	0.662207	0.796781
Patrick LE HYARIC	NI	0.658863	0.794355
Jean-Marie CAVADA	ALDE/ADLE	0.983221	0.991540
Jean-Marie CAVADA	ECR	0.983221	0.991540
Jean-Marie CAVADA	Greens/EFA	0.983221	0.991540
Jean-Marie CAVADA	S&D	0.983221	0.991540
Jean-Marie CAVADA	EFDD	0.979933	0.989865
Jean-Marie CAVADA	EPP	0.979933	0.989865
Jean-Marie CAVADA	GUE-NGL	0.979933	0.989865
Jean-Marie CAVADA	NI	0.976589	0.988156
Ryszard CZARNECKI	ALDE/ADLE	0.869128	0.929982
Ryszard CZARNECKI	ECR	0.869128	0.929982
Ryszard CZARNECKI	Greens/EFA	0.869128	0.929982
Ryszard CZARNECKI	NI	0.869128	0.929982
Ryszard CZARNECKI	S&D	0.869128	0.929982
Ryszard CZARNECKI	EFDD	0.866221	0.928315
Ryszard CZARNECKI	EPP	0.866221	0.928315
Ryszard CZARNECKI	GUE-NGL	0.866221	0.928315
Matteo SALVINI	ECR	0.959732	0.979452
Matteo SALVINI	NI	0.959732	0.979452
Matteo SALVINI	EFDD	0.956522	0.977778
Matteo SALVINI	EPP	0.956522	0.977778
Matteo SALVINI	GUE-NGL	0.956522	0.977778
Matteo SALVINI	ALDE/ADLE	0.953177	0.976027
Matteo SALVINI	Greens/EFA	0.953177	0.976027
Matteo SALVINI	S&D	0.953177	0.976027
Bogdan Andrzej ZDROJEWSKI	ALDE/ADLE	0.865772	0.928058
Bogdan Andrzej ZDROJEWSKI	ECR	0.865772	0.928058
Bogdan Andrzej ZDROJEWSKI	Greens/EFA	0.865772	0.928058
Bogdan Andrzej ZDROJEWSKI	NI	0.865772	0.928058
Bogdan Andrzej ZDROJEWSKI	S&D	0.865772	0.928058
Bogdan Andrzej ZDROJEWSKI	EFDD	0.862876	0.926391
Bogdan Andrzej ZDROJEWSKI	EPP	0.862876	0.926391
Bogdan Andrzej ZDROJEWSKI	GUE-NGL	0.862876	0.926391
Paavo VÄYRYNEN	ALDE/ADLE	0.855705	0.922242
Paavo VÄYRYNEN	ECR	0.855705	0.922242
Paavo VÄYRYNEN	Greens/EFA	0.855705	0.922242
Paavo VÄYRYNEN	NI	0.855705	0.922242
Paavo VÄYRYNEN	S&D	0.855705	0.922242
Paavo VÄYRYNEN	EFDD	0.852843	0.920578
Paavo VÄYRYNEN	EPP	0.852843	0.920578
Paavo VÄYRYNEN	GUE-NGL	0.852843	0.920578
Eleni THEOCHAROUS	ALDE/ADLE	0.765101	0.866920
Eleni THEOCHAROUS	ECR	0.765101	0.866920
Eleni THEOCHAROUS	Greens/EFA	0.765101	0.866920
Eleni THEOCHAROUS	NI	0.765101	0.866920
Eleni THEOCHAROUS	S&D	0.765101	0.866920
Eleni THEOCHAROUS	EFDD	0.762542	0.865275
Eleni THEOCHAROUS	EPP	0.762542	0.865275
Eleni THEOCHAROUS	GUE-NGL	0.762542	0.865275
Gianluca BUONANNO	ALDE/ADLE	0.919463	0.958042
Gianluca BUONANNO	ECR	0.919463	0.958042
Gianluca BUONANNO	Greens/EFA	0.919463	0.958042
Gianluca BUONANNO	NI	0.919463	0.958042
Gianluca BUONANNO	S&D	0.919463	0.958042
Gianluca BUONANNO	EFDD	0.916388	0.956370
Gianluca BUONANNO	EPP	0.916388	0.956370
Gianluca BUONANNO	GUE-NGL	0.916388	0.956370
Gesine MEISSNER	ALDE/ADLE	0.892617	0.943262
Gesine MEISSNER	ECR	0.892617	0.943262
Gesine MEISSNER	Greens/EFA	0.892617	0.943262
Gesine MEISSNER	NI	0.892617	0.943262
